年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
2011,-0.031583026466330266,-0.03260147244779721,0.04312130882314533,-0.7560408841370416,0.054427480210503934,2011-04-13,2011-12-27,-0.5989891929905192,244.0,0.45491803278688525,0.8756738198302281,sar_close
2012,0.028124063968842927,0.02918075066336212,0.03826382226999141,0.7626198568836462,0.036346870621779666,2012-05-04,2012-12-03,0.8028407993362849,243.0,0.48148148148148145,1.141594897043043,sar_close
2013,-0.019499408768875792,-0.020634518706506788,0.055024548936925946,-0.3750056857378316,0.06216724857308205,2013-02-06,2013-06-26,-0.3319194460126289,238.0,0.453781512605042,0.9291056934062473,sar_close
2014,0.08963678577416112,0.09231261548286729,0.03909664641596979,2.3611389708647845,0.01907904091464918,2014-01-02,2014-03-10,4.838430605386891,245.0,0.49387755102040815,1.5247577621775146,sar_close
2015,0.023843223222763665,0.024634520334569476,0.1141159835531743,0.21587265488616325,0.13491795980046284,2015-06-08,2015-08-25,0.18258888861796269,244.0,0.47950819672131145,1.0479349106603084,sar_close
2016,-0.0007868044452938872,-0.000812590828408899,0.04300387109175086,-0.018895760027630923,0.045460091407756066,2016-01-06,2016-01-28,-0.017874817301186962,244.0,0.4918032786885246,0.9960341225197228,sar_close
2017,0.044158675158838534,0.04563905561249881,0.02369152663139775,1.926387282785508,0.016941950982897254,2017-11-22,2017-12-15,2.6938488759984622,244.0,0.5204918032786885,1.3778900300414105,sar_close
2018,-0.026863155524133986,-0.02773158963056732,0.04933137258110012,-0.5621491594416304,0.05343939644499725,2018-02-05,2018-07-04,-0.5189353075705148,244.0,0.48360655737704916,0.9047085062560231,sar_close
2019,0.06565046446606848,0.06758821803133475,0.038898868618459134,1.7375368598577008,0.026771332219513944,2019-04-19,2019-05-09,2.5246490341660652,245.0,0.5102040816326531,1.3694199934146623,sar_close
2020,0.039091975007416124,0.04056881239343446,0.04973465089348563,0.8157051806861736,0.03911658421344953,2020-01-13,2020-03-23,1.0371256388865775,243.0,0.5102880658436214,1.1738851453129118,sar_close
2021,-0.012699313495930786,-0.013166548594867988,0.041784439726412596,-0.31510650091462655,0.04575894421674736,2021-02-10,2021-07-27,-0.2877371587181234,243.0,0.49794238683127573,0.9470944137026867,sar_close
2022,-0.032746817717728804,-0.03407667500529121,0.04836532991161547,-0.7045682324004435,0.06417479280964444,2022-01-04,2022-10-31,-0.5309978188222532,242.0,0.44214876033057854,0.8730662808386948,sar_close
2023,-0.001051306947549846,-0.005084505103596593,0.03214927301202355,-0.1581530351151341,0.01650098520106597,2023-01-30,2023-03-20,-0.3081334260737433,52.0,0.5,0.9742702820048748,sar_close
样本内,0.3482896728024232,0.026437290282591785,0.07012169972190131,0.37702010058855645,0.19456740663081565,2007-10-16,2008-10-27,0.1358772815056098,2886.0,0.49480249480249483,1.07468460341542,sar_close
样本外,0.07513083786085595,0.012138832084423345,0.04264494827183418,0.28464877028449137,0.09163843640755708,2021-02-10,2022-10-31,0.1324644173372463,1513.0,0.4963648380700595,1.052083928710132,sar_close
总体,0.4522226816324604,0.021603080360230287,0.06205686295430591,0.3481175059741128,0.19456740663081565,2007-10-16,2008-10-27,0.11103134247567642,4399.0,0.4955671743578086,1.0683951590672836,sar_close
2005,-0.03463725511863602,-0.04084809647157317,0.02385703868491189,-1.7122031368212969,0.036905487208735814,2005-02-25,2005-10-28,-1.1068298933580833,213.0,0.4507042253521127,0.6777163100005534,sar_index
2006,0.6215213285578158,0.6576933602878161,0.16619309383777506,3.957404878266517,0.08918249573554067,2006-07-03,2006-08-07,7.374691130399871,241.0,0.5767634854771784,1.921734786662329,sar_index
2007,1.1001788573396198,1.165572148806148,0.32130810567810675,3.6275840173600935,0.1566608156627872,2007-10-16,2007-11-28,7.440100090599841,242.0,0.5909090909090909,1.4524478848447353,sar_index
2008,-0.2354088371393931,-0.24039802420990608,0.14162930114671876,-1.6973749235750966,0.27117252489063254,2008-01-14,2008-11-17,-0.8865132052255729,246.0,0.45934959349593496,0.6451648772572821,sar_index
2009,0.01954618297045352,0.02019346957084145,0.05710634085420521,0.35361168775278723,0.0750585383341975,2009-08-03,2009-08-31,0.2690362751394145,244.0,0.5491803278688525,1.074363397433224,sar_index
2010,-0.05355535836386427,-0.05570559641133033,0.03167618489646953,-1.7585955061633385,0.05703391050129603,2010-01-05,2010-12-30,-0.9767100996882281,242.0,0.45867768595041325,0.703566167047052,sar_index
2011,-0.008679161035685334,-0.00896244473802521,0.011314991664542801,-0.7920858453754196,0.0172055593685993,2011-04-13,2011-08-08,-0.5209040023646055,244.0,0.4672131147540984,0.8577093291260284,sar_index
2012,-0.013395841648481621,-0.013888522814935023,0.007620369555820456,-1.8225523989616668,0.013395841648481621,2012-01-04,2012-12-31,-1.0367786645573887,243.0,0.5061728395061729,0.6441751240783083,sar_index
2013,-0.008656571600987095,-0.009163441676413364,0.01461724068978507,-0.626892713261336,0.022117136627988945,2013-02-06,2013-07-11,-0.4143141054171158,238.0,0.4957983193277311,0.8522879158406149,sar_index
2014,0.02568348386134023,0.026426910770344536,0.02477079360189298,1.0668576548280229,0.017325821975161037,2014-03-20,2014-11-12,1.5252904484549805,245.0,0.5306122448979592,1.3313607974941934,sar_index
2015,-0.05711926721726934,-0.058935744197804896,0.15842641863933143,-0.37200704720830774,0.2109828142375061,2015-06-08,2015-08-25,-0.279339075131779,244.0,0.47950819672131145,0.9272424517606876,sar_index
2016,-0.015815455010235624,-0.016329737844781533,0.03154851322586829,-0.5176072079172315,0.03503719878289846,2016-01-06,2016-01-28,-0.4660685902992914,244.0,0.4918032786885246,0.8939335167461979,sar_index
2017,0.05726187056052079,0.05919382716850641,0.039907933090937014,1.4832596575127859,0.03698824790155085,2017-11-22,2017-12-15,1.6003414740286879,244.0,0.5204918032786885,1.3029598575393244,sar_index
2018,-0.06500753702143247,-0.06706583243013764,0.07052290038453424,-0.9509794983537754,0.10072767323119534,2018-02-05,2018-12-26,-0.6658133785757633,244.0,0.48360655737704916,0.8408895961670094,sar_index
2019,0.07242200437283519,0.07456652763222138,0.06642273410721827,1.1226055150313077,0.04830484599101933,2019-04-19,2019-05-09,1.5436655702428808,245.0,0.5102040816326531,1.2189662772065324,sar_index
2020,0.06507451034233513,0.0675643555879959,0.10246637219765727,0.6593807718464405,0.07079039803602347,2020-01-13,2020-03-23,0.9544282482154441,243.0,0.5102880658436214,1.13244702287623,sar_index
2021,-0.06516646724701136,-0.06749672274474516,0.10725418985816994,-0.6293154871991576,0.13830055744043857,2021-02-10,2021-08-20,-0.4880437504658197,243.0,0.49794238683127573,0.8931733947625978,sar_index
2022,-0.07225921322848439,-0.07513010332734449,0.05665767699000937,-1.3260357169354546,0.09024851224349462,2022-01-04,2022-10-31,-0.8324802421633282,242.0,0.44214876033057854,0.7785122642622386,sar_index
2023,-0.003113314307594983,-0.014997534913647081,0.03581545498891632,-0.41874478261656356,0.019963140923617295,2023-01-30,2023-03-20,-0.7512612855377042,52.0,0.5,0.9336838364936765,sar_index
样本内,1.2292748618028502,0.0725090888897455,0.12503626672044707,0.5799044612541056,0.4075886894699961,2007-10-16,2015-08-25,0.17789769628797103,2886.0,0.5076230076230076,1.113781419732788,sar_index
样本外,-0.017451133772596994,-0.0029279657730582054,0.0766356396938972,-0.038206319993586105,0.1991050108670051,2021-02-10,2022-10-31,-0.01470563578640409,1513.0,0.4963648380700595,0.9932053210154947,sar_index
总体,1.1940357465114793,0.04604026035871156,0.11081347919940865,0.41547527152235875,0.41107740654847635,2007-10-16,2022-10-31,0.1119990046285413,4399.0,0.5039781768583769,1.0721952876956666,sar_index
2005,0.0258933452543213,0.030706493549647274,0.07571299247976464,0.4055643892011535,0.06509603986358016,2005-04-13,2005-07-11,0.47171062347261,213.0,0.4647887323943662,1.0938355668784379,aroon_index
2006,0.463607589668515,0.48927587966447894,0.10837364668819127,4.514712705683936,0.0382166374865675,2006-05-15,2006-07-19,12.802693063628404,241.0,0.5684647302904564,2.0918156752954604,aroon_index
2007,0.2877216767837254,0.3012480924335965,0.13804974875912285,2.1821705228832506,0.09752865461722081,2007-01-29,2007-03-05,3.0888162419130163,242.0,0.5867768595041323,1.4110004298666636,aroon_index
2008,-0.10537099137432715,-0.10779729297986529,0.1237277054553047,-0.8712461981185442,0.15506199388963976,2008-09-18,2008-12-24,-0.6951883583838503,246.0,0.508130081300813,0.8452727134171881,aroon_index
2009,0.15518910601815272,0.16066605753350016,0.11674265365045694,1.3762412666629606,0.08421384757405846,2009-08-03,2009-12-31,1.907834188340687,244.0,0.5286885245901639,1.249495148326781,aroon_index
2010,-0.005522931248565732,-0.0057504941219420624,0.07815252000744026,-0.07358040561449081,0.03953228668859759,2010-10-25,2010-12-09,-0.14546323027654998,242.0,0.48760330578512395,0.9848979799624019,aroon_index
2011,0.03832677168607446,0.03960795604526224,0.058907144387080904,0.672379495855324,0.02731591844844129,2011-04-13,2011-09-21,1.449995398105399,244.0,0.5,1.1486104776090262,aroon_index
2012,0.054647519230926145,0.05672787260992629,0.06801908229855913,0.8339993821282116,0.07444898979045984,2012-05-04,2012-12-05,0.7619696757415988,243.0,0.4609053497942387,1.204343458736612,aroon_index
2013,-0.037159813029380984,-0.03930217151874338,0.07588954074493753,-0.5178865378937632,0.09499064982248312,2013-02-06,2013-08-06,-0.4137477908845828,238.0,0.5042016806722689,0.8919771809813182,aroon_index
2014,0.19055529866252607,0.19650314838765603,0.10646930594549832,1.8456319090522304,0.041001414007117556,2014-08-04,2014-11-19,4.792594429878552,245.0,0.5061224489795918,1.5218637550754328,aroon_index
2015,-0.09455497357967912,-0.09749892117545778,0.11739299479009623,-0.8305344058202969,0.18135563386055076,2015-04-27,2015-11-03,-0.5376117581791108,244.0,0.4672131147540984,0.8386591796490179,aroon_index
2016,0.04239941198494113,0.04381958594763424,0.057795496270806934,0.7581834013901866,0.040171924007622574,2016-01-28,2016-03-10,1.0908012755206729,244.0,0.5,1.1822872569943381,aroon_index
2017,0.07928748789130524,0.08199089461812514,0.05342713765955313,1.5346301188842488,0.043600552479576435,2017-11-22,2017-12-27,1.880501277054498,244.0,0.45901639344262296,1.3544750175375122,aroon_index
2018,-0.0854463018497259,-0.08812064986705626,0.06464710219449481,-1.3631028596137198,0.1373566314412944,2018-01-23,2018-10-29,-0.6415463814334922,244.0,0.47540983606557374,0.732036462321608,aroon_index
2019,0.09921164088698964,0.10218645854492325,0.08379254086207974,1.2195173638799115,0.05265767529817622,2019-07-01,2019-12-23,1.940580513026606,245.0,0.4775510204081633,1.30781793974534,aroon_index
2020,-0.01672687706238052,-0.017340988773548505,0.08555157753649159,-0.20269630640243652,0.06936963286539875,2020-07-06,2020-12-11,-0.2499795379802004,243.0,0.4567901234567901,0.9534458868886517,aroon_index
2021,-0.09661627261450789,-0.10000954651231397,0.060444520861654985,-1.6545676115328163,0.13534693560696742,2021-01-12,2021-12-20,-0.7389125292258605,243.0,0.4567901234567901,0.6953274218887335,aroon_index
2022,0.034237710465232496,0.035677440731397114,0.051376063979801205,0.6944370192590835,0.030856966263448516,2022-06-30,2022-09-27,1.156219974017947,242.0,0.48760330578512395,1.142654234826499,aroon_index
2023,0.00386354579505066,0.01886296057371517,0.05299792917241137,0.35591882302326794,0.03154212802349846,2023-01-30,2023-02-27,0.5980243488854816,52.0,0.5,1.0747252005562944,aroon_index
样本内,1.3592471831305124,0.0778289993029726,0.0984170191568298,0.790808337518842,0.20083443945002732,2015-04-27,2016-03-10,0.38752815262214235,2886.0,0.5097020097020097,1.140796386555881,aroon_index
样本外,0.012973850100583162,0.002149288224246204,0.06760138590788356,0.03179355268211384,0.16251414782290557,2018-01-23,2022-04-20,0.013225237636469165,1513.0,0.47323198942498346,1.0067782857073202,aroon_index
总体,1.387800271897011,0.051123867448499505,0.08904878446675413,0.5741107838208204,0.20083443945002732,2015-04-27,2016-03-10,0.2545572740835638,4399.0,0.49715844510115936,1.097954467128506,aroon_index
2005,-0.005281853107212853,-0.006245926934733581,0.09029183224202655,-0.06917488303915932,0.06879409879417941,2005-02-25,2005-06-15,-0.09079160922538375,213.0,0.4507042253521127,0.9842509880471985,cci_25
2006,0.415247075632899,0.4378604113797695,0.11815774959931519,3.7057274098787274,0.057799059274995804,2006-05-15,2006-07-27,7.57556293946795,241.0,0.5643153526970954,1.8582393753597592,cci_25
2007,0.24160756759717295,0.2527603567730705,0.13847735439422537,1.825282970481207,0.08183666330199224,2007-05-29,2007-07-19,3.088595582646602,242.0,0.5743801652892562,1.3508920526020467,cci_25
2008,-0.051401115465088854,-0.05262122874415798,0.12718926305721898,-0.41372382761967197,0.11148552423911962,2008-09-18,2008-12-24,-0.47200054987671214,246.0,0.5203252032520326,0.9232046148992169,cci_25
2009,0.21259507721687787,0.22028305640525847,0.11592793334233743,1.9001723748042532,0.06659550976418847,2009-02-16,2009-03-09,3.3077764129333986,244.0,0.5245901639344263,1.3532898204429344,cci_25
2010,0.01763989763071483,0.01837547631752301,0.08048402995969087,0.22831208038074227,0.06796966663990324,2010-02-01,2010-09-30,0.27034818950745365,242.0,0.47107438016528924,1.0501365108780385,cci_25
2011,-0.046537005783767404,-0.0480255789566405,0.054157219146443565,-0.8867807415808624,0.05659450523724885,2011-04-13,2011-12-12,-0.8485908438515948,244.0,0.44672131147540983,0.8326332769119427,cci_25
2012,0.05406952976580004,0.05612729987954457,0.0661390642472256,0.8486255516065756,0.062193852713163404,2012-05-04,2012-11-14,0.90245735600916,243.0,0.4567901234567901,1.2054771218097327,cci_25
2013,-0.008339854494349042,-0.008828262464451786,0.07604611403672126,-0.11609090847415006,0.08288932807611378,2013-02-06,2013-06-06,-0.10650662358301619,238.0,0.46218487394957986,0.9748858789696202,cci_25
2014,0.30820863052720937,0.31828903192537794,0.13837461655755096,2.3001981132355973,0.04918581442131219,2014-12-08,2014-12-09,6.4711550610710935,245.0,0.46938775510204084,1.7776210862633142,cci_25
2015,-0.035380738892614505,-0.03651932297732252,0.14304506324481334,-0.25529942906748077,0.13089164282941185,2015-04-22,2015-09-29,-0.27900423730579454,244.0,0.4672131147540984,0.94666786308761,cci_25
2016,0.049237183924191186,0.050891927248629454,0.06107859648174121,0.8332203125172178,0.03236303146327671,2016-03-21,2016-06-24,1.5725327618451945,244.0,0.4959016393442623,1.1877194154751958,cci_25
