年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
样本外,-0.008418104330237486,-0.001407034078435676,0.03547448924959552,-0.03966326529850515,0.08594422339155902,2021-02-10,2022-10-31,-0.016371479349173657,1513.0,0.4963648380700595,0.992394507820367,atr_25
总体,0.6083436557877977,0.027596382090742333,0.08983269928928185,0.3071975161502792,0.36534692007533615,2007-10-16,2015-08-25,0.07553473308342612,4399.0,0.4946578767901796,1.0640205138007057,atr_25
2005,0.0024541677688345587,0.002904174350938815,0.06700343733068248,0.04334366215580591,0.05801375911068137,2005-02-25,2005-06-03,0.05006009600926041,213.0,0.431924882629108,1.0103908656799379,atr_60
2006,0.27140081014461104,0.285411749270831,0.07731865728052532,3.6913697069946303,0.04894259879439089,2006-07-03,2006-08-07,5.831560977582189,241.0,0.5767634854771784,1.8923956809664206,atr_60
2007,0.5632529939233635,0.5923810750979899,0.18791730124394107,3.1523498431312733,0.0914323366528779,2007-01-29,2007-02-05,6.4789011938627326,242.0,0.5909090909090909,1.4920934263880572,atr_60
2008,-0.2884654017417322,-0.2943472353597566,0.16232252366179775,-1.8133480722184618,0.31773613398080247,2008-01-14,2008-10-27,-0.9263889242686543,246.0,0.42276422764227645,0.6891816805324136,atr_60
2009,0.11541739624895553,0.11941916657221352,0.060131691885448854,1.9859605280973562,0.05687048398450216,2009-08-03,2009-08-31,2.099844386848485,244.0,0.569672131147541,1.3708481799796786,atr_60
2010,-0.03600207177679593,-0.03746154753407127,0.03347164748581459,-1.1192023801621243,0.04528401101614061,2010-01-05,2010-07-05,-0.8272577162106693,242.0,0.45867768595041325,0.8223666963346394,atr_60
2011,-0.014307424043060957,-0.014773038010665984,0.01798461447841016,-0.8214264491685629,0.023996560923395856,2011-04-13,2011-12-27,-0.6156314672684101,244.0,0.45491803278688525,0.8674539952654641,atr_60
2012,0.01198222776538782,0.012428760682908546,0.012845295613509585,0.967572958759862,0.011687642267795968,2012-05-04,2012-12-03,1.0634104294203675,243.0,0.48148148148148145,1.190490279543065,atr_60
2013,-0.014453837693544136,-0.015297527775636977,0.025043246951117985,-0.6108444246665092,0.027511893461401933,2013-02-06,2013-07-29,-0.5560332587467594,238.0,0.453781512605042,0.8920893809225539,atr_60
2014,0.047560328389345985,0.04895193204159898,0.023200857184173185,2.10991911432446,0.010270710765044792,2014-12-22,2014-12-24,4.766167908086884,245.0,0.49387755102040815,1.6768919664487045,atr_60
2015,-0.043446756389962315,-0.04483882354320112,0.14548963901909812,-0.30819255477921165,0.19826118528916353,2015-06-08,2015-08-25,-0.2261603726306982,244.0,0.47950819672131145,0.9397463859918865,atr_60
2016,-0.010461645561761213,-0.010802791028579284,0.039723251175344004,-0.2719513309948939,0.04577559701902597,2016-01-06,2016-01-28,-0.2359945414603606,244.0,0.4918032786885246,0.9330430858451649,atr_60
2017,0.012136906037690132,0.012537321684365832,0.008759416196647489,1.4312964931571888,0.007781705891175013,2017-11-22,2017-12-15,1.6111276704230126,244.0,0.5204918032786885,1.2968358109545692,atr_60
2018,-0.035055945303545166,-0.036184274507080616,0.035492995010646795,-1.0194765050463186,0.045412449308660535,2018-02-05,2018-12-26,-0.7967919603089977,244.0,0.48360655737704916,0.8376891952495845,atr_60
2019,0.04544841665903587,0.04677685699146039,0.030486410779418813,1.5343510697244545,0.021583275682531287,2019-04-19,2019-05-23,2.1672732943554007,245.0,0.5102040816326531,1.3339156216785664,atr_60
2020,0.03419674106385373,0.035485502510895106,0.03665409195211552,0.968118445199869,0.02431589025071066,2020-03-05,2020-03-23,1.4593544445635915,243.0,0.5102880658436214,1.1883087372387533,atr_60
2021,-0.02434194021578784,-0.0252320243906915,0.042877522690042004,-0.588467402211916,0.05457676169174559,2021-02-10,2021-08-20,-0.46232175762285455,243.0,0.49794238683127573,0.9047319468911538,atr_60
2022,-0.02617232070863773,-0.027238959185358236,0.035302257488934896,-0.7715925587448901,0.04558530378387382,2022-01-04,2022-10-31,-0.5975381740242838,242.0,0.44214876033057854,0.8733366766196636,atr_60
2023,0.0009598728184716521,0.004660285774063633,0.019994534881430177,0.23307797864264648,0.01083007306449816,2023-01-30,2023-03-20,0.43030972610336493,52.0,0.5,1.0381666227958604,atr_60
样本内,0.4904334287953369,0.0354599917784002,0.09290623327344923,0.3816750559032078,0.34057162598074237,2007-10-16,2015-08-25,0.1041190430244629,2886.0,0.49480249480249483,1.0738981310575673,atr_60
样本外,0.004443242239631218,0.0007386843558101486,0.03303894238857606,0.02235799037155514,0.08794780670707666,2021-02-10,2022-10-31,0.00839912197322268,1513.0,0.4963648380700595,1.0040802674014606,atr_60
总体,0.4979452806414424,0.023418860990637835,0.07770756840709543,0.30137168709167167,0.34057162598074237,2007-10-16,2015-08-25,0.06876339425869275,4399.0,0.4955671743578086,1.0602795579635795,atr_60
2005,-0.02026700343242227,-0.023933126161853502,0.07921003167387608,-0.3021476655935587,0.05557321542088183,2005-02-25,2005-04-05,-0.4306593739555431,213.0,0.4413145539906103,0.916152820059515,tr_index
2006,0.6789043674255257,0.7190830302672662,0.16290553057173426,4.414110605966341,0.07370970962488613,2006-05-15,2006-08-07,9.75560796436087,241.0,0.5684647302904564,2.3644900063207386,tr_index
2007,0.9736549137213222,1.029890028964302,0.2935970032146718,3.5078356307719827,0.1436363636363639,2007-01-29,2007-02-05,7.170120454814748,242.0,0.5909090909090909,1.4776328439854058,tr_index
2008,-0.25917590831301296,-0.2645766468304148,0.28526635979318193,-0.9274723000014192,0.28390760534949755,2008-01-14,2008-12-24,-0.9319110930639359,246.0,0.4349593495934959,0.7845813969258651,tr_index
2009,0.07764151576170808,0.08028674079911746,0.09820365981187358,0.81755344915781,0.05069411854643093,2009-08-03,2009-08-19,1.5837486300424088,244.0,0.5204918032786885,1.2222753637074648,tr_index
2010,0.026217717868536328,0.027315760990943794,0.04905447326721232,0.5568454652881059,0.039291184423754656,2010-10-19,2010-11-22,0.695213478329995,242.0,0.48760330578512395,1.1214117907324281,tr_index
2011,0.056142637410304896,0.05803580569965461,0.03446225307683425,1.6840397976958346,0.018507120048328614,2011-01-18,2011-04-15,3.1358636864138054,244.0,0.5368852459016393,1.3836165433724377,tr_index
2012,0.01631371808133042,0.01692301431680643,0.03896606034471654,0.4343013937538349,0.021792771962611868,2012-01-04,2012-05-04,0.77654253189268,243.0,0.48559670781893005,1.0951215125547542,tr_index
2013,0.024251438915343426,0.02569617195106466,0.05617380406147473,0.45744048102819657,0.04029435005788861,2013-06-20,2013-07-25,0.6377115380729166,238.0,0.542016806722689,1.130962697825597,tr_index
2014,0.18085858857003978,0.18648073127463238,0.1341164840712506,1.3904385621648327,0.06185121107266407,2014-12-08,2014-12-09,3.0149891657828816,245.0,0.5265306122448979,1.605682203983148,tr_index
2015,-0.032545187124073394,-0.03359411814100721,0.2805572455371184,-0.11974068991407541,0.3140471355749743,2015-06-08,2015-08-25,-0.10697157953535001,244.0,0.48770491803278687,0.9711779345626457,tr_index
2016,-0.0156326276291896,-0.016141014216936478,0.04931988821645904,-0.32727191404196854,0.04190461189643171,2016-01-08,2016-01-21,-0.3851846726758715,244.0,0.45491803278688525,0.9172175372705379,tr_index
2017,-0.020112895503962114,-0.02076544079779452,0.017491068158723498,-1.1872025544327869,0.026306296199971636,2017-01-12,2017-12-22,-0.7893715116693969,244.0,0.4713114754098361,0.8042045986359572,tr_index
2018,-0.12144119694804467,-0.12516277264756248,0.08866349706940484,-1.4116606809405048,0.1403185519397276,2018-01-26,2018-10-11,-0.8919901960029126,244.0,0.48770491803278687,0.6394202420320124,tr_index
2019,0.002608050403569484,0.0026826659917691398,0.0637317824160286,0.04209306393248539,0.042235096598806615,2019-02-25,2019-03-08,0.06351745841265438,245.0,0.5102040816326531,1.0130981403744446,tr_index
2020,-0.008313756515663018,-0.008620342487353216,0.11784796933322134,-0.07314799343702516,0.09284322180424118,2020-01-21,2020-03-19,-0.09284837729488864,243.0,0.4567901234567901,0.9775933852031519,tr_index
2021,-0.019742000341624544,-0.020465652798382528,0.07864176860530622,-0.260238969206011,0.08968104804108122,2021-03-03,2021-07-27,-0.22820487990960578,243.0,0.49794238683127573,0.9394615891582122,tr_index
2022,0.024899741684456522,0.02594189095744226,0.07795007684947428,0.3328013519157579,0.06068912034094516,2022-02-28,2022-03-15,0.42745537934482186,242.0,0.5082644628099173,1.1038360506699207,tr_index
2023,-0.009960292577997576,-0.047353240517873485,0.02326781551357209,-2.03513907398193,0.015738742269700547,2023-01-04,2023-02-17,-3.0087055055876744,52.0,0.4230769230769231,0.654767539265654,tr_index
样本内,2.3558388588750447,0.11150634511430235,0.1641027994498403,0.6794908160502491,0.3470685854130685,2007-10-16,2009-03-04,0.3212804321704643,2886.0,0.5093555093555093,1.1441311151624476,tr_index
样本外,-0.14649708856600452,-0.026038598319638173,0.07862914967651981,-0.3311570635923309,0.21327618645586757,2017-01-12,2020-03-19,-0.12208863423683844,1513.0,0.48777263714474556,0.897870657103498,tr_index
总体,1.85857718290096,0.06201558239388816,0.1407365683619021,0.4406500962451775,0.35549618454771464,2015-06-08,2020-03-19,0.17444795496972326,4399.0,0.5019322573312116,1.0878512993342906,tr_index
2005,-0.01943945065161079,-0.02295763788823746,0.07881394355103115,-0.2912890391453721,0.06458574730468135,2005-03-08,2005-06-03,-0.3554598165433541,213.0,0.4272300469483568,0.9202391680157864,tr_ma5
2006,0.4308644348647863,0.4544556894868299,0.13850090673893,3.281247034313393,0.06546640659694147,2006-05-15,2006-05-23,6.941815094339723,241.0,0.5560165975103735,2.0952162889206556,tr_ma5
2007,0.6605346844078617,0.6957003365645853,0.2141869041493373,3.2480993146038606,0.14363636363636373,2007-01-29,2007-02-05,4.843483355829388,242.0,0.5909090909090909,1.5993864858389764,tr_ma5
2008,-0.2579840959796681,-0.26336464257570824,0.3184033548382591,-0.8271415441256605,0.28823020594924553,2008-01-14,2008-10-27,-0.9137301960020253,246.0,0.42276422764227645,0.8291811676788948,tr_ma5
2009,0.07692866412965627,0.0795487178209,0.1122471004835013,0.7086928524500508,0.11670790987765925,2009-08-03,2009-08-31,0.6816051962912205,244.0,0.5573770491803278,1.1784273068062967,tr_ma5
2010,-0.02591800327930649,-0.026974421409837746,0.04492310697754399,-0.6004576091168767,0.03876794363722389,2010-10-19,2010-12-30,-0.6957919063815823,242.0,0.47107438016528924,0.8697355280790509,tr_ma5
2011,0.02631950517650372,0.027194069853668568,0.01877992655535061,1.4480392015122483,0.012129476723629242,2011-08-15,2011-10-20,2.2419821129375044,244.0,0.5122950819672131,1.3481861678581635,tr_ma5
2012,0.033287613152993556,0.034541543700441046,0.021529596027242377,1.6043749105526208,0.007919029872633272,2012-09-05,2012-09-13,4.361840308218857,243.0,0.49794238683127573,1.3911598819469235,tr_ma5
2013,-0.029192277643409148,-0.030882685130752652,0.0502162643801494,-0.6149936780833232,0.05210440196001593,2013-03-06,2013-12-03,-0.592707793757071,238.0,0.4831932773109244,0.8559857869536487,tr_ma5
2014,0.19445942878788003,0.20053907571339158,0.13031118482494272,1.5389245058495287,0.06185121107266432,2014-12-08,2014-12-09,3.242282119226305,245.0,0.5224489795918368,1.8434304744403813,tr_ma5
2015,0.010319619312279205,0.010659764569715957,0.26876845574751745,0.03966151660196983,0.2712004187452757,2015-06-08,2015-08-25,0.03930585586495025,244.0,0.48360655737704916,1.0097455496192707,tr_ma5
2016,-0.04898657229548031,-0.050551402932205614,0.057177464165709506,-0.8841141115614974,0.0729886539862178,2016-01-06,2016-01-28,-0.6925926177752375,244.0,0.4426229508196721,0.7526316575726788,tr_ma5
2017,-0.03416687319318923,-0.035267112338705164,0.01358760633876649,-2.595535332671905,0.03740826686077328,2017-01-12,2017-12-01,-0.9427625308053671,244.0,0.45491803278688525,0.6004094088656639,tr_ma5
2018,-0.026092464743749377,-0.026936330297548605,0.05452607547642146,-0.49400823481595696,0.040879404131470176,2018-01-04,2018-02-12,-0.6589217937453306,244.0,0.46311475409836067,0.8788691892144317,tr_ma5
2019,0.005987804616331971,0.006159410561160872,0.03303468652887051,0.18645282302823984,0.022737085269737625,2019-04-19,2019-07-30,0.2708971043601117,245.0,0.4857142857142857,1.05407139973251,tr_ma5
2020,0.009312280135313156,0.009658839821219845,0.059114810665643225,0.1633911994720037,0.05546790408625831,2020-03-05,2020-03-19,0.1741338523662144,243.0,0.43209876543209874,1.0499132639665743,tr_ma5
2021,-0.006018752359613688,-0.006240972079352258,0.034142892586124185,-0.18278978746776176,0.03870300420661577,2021-01-12,2021-03-09,-0.16125291065352093,243.0,0.5061728395061729,0.9566729860267779,tr_ma5
2022,0.03527601020581739,0.03676017298217649,0.05720236979870505,0.6426337424749257,0.0428339615460332,2022-03-11,2022-03-15,0.8582015684603611,242.0,0.4834710743801653,1.2149927538896161,tr_ma5
2023,-0.007103328546083865,-0.03395674360544243,0.0098100816214451,-3.4614129541197785,0.007345908648319965,2023-01-03,2023-03-20,-4.622538236057217,52.0,0.40384615384615385,0.44857910557142044,tr_ma5
样本内,1.1863748657019273,0.07069088280540692,0.15488183690701984,0.45641815862401447,0.29636113012037596,2007-10-16,2008-10-27,0.2385295358291207,2886.0,0.5,1.109438871842275,tr_ma5
样本外,-0.02401297102497224,-0.004040136247657422,0.044234514391819656,-0.09133447723356423,0.08630931521705235,2017-01-12,2022-03-15,-0.046809967585737515,1513.0,0.47058823529411764,0.9725899582020092,tr_ma5
总体,1.1318693330658234,0.044319278877130275,0.12811461089848777,0.3459346171862229,0.29636113012037596,2007-10-16,2008-10-27,0.14954484368152016,4399.0,0.4898840645601273,1.0887310166711115,tr_ma5
2005,-0.02660944214977279,-0.031404339476976295,0.06463048802269337,-0.4859059623060474,0.07887988208085953,2005-02-25,2005-06-03,-0.3981286311354244,213.0,0.460093896713615,0.8841026142722109,tr_ma10
2006,0.3064328485085812,0.322469523871159,0.10225159287738073,3.153687045813182,0.052173355531187994,2006-05-15,2006-05-23,6.180731919349032,241.0,0.5767634854771784,1.9118982098755923,tr_ma10
2007,0.5354160895509708,0.5628646932078858,0.17625178160882493,3.1935262615223583,0.12185963211650297,2007-01-29,2007-02-05,4.618959399694916,242.0,0.5909090909090909,1.5823182517257786,tr_ma10
2008,-0.3079935899523769,-0.31417965547286086,0.24895535669448687,-1.261991947650341,0.34833281058984084,2008-01-14,2008-10-27,-0.9019525175961818,246.0,0.42276422764227645,0.7566682456218676,tr_ma10
2009,0.10198443871088791,0.10549877035014643,0.09669409561661477,1.0910570048500332,0.10709501257884749,2009-08-03,2009-08-31,0.9850950834192597,244.0,0.569672131147541,1.2521782526556928,tr_ma10
2010,-0.04026881399981841,-0.04189746844547049,0.03768055816775558,-1.1119120969212033,0.047614740853000416,2010-01-05,2010-11-23,-0.87992641973668,242.0,0.4462809917355372,0.7830290038627047,tr_ma10
2011,-0.0010477111205053902,-0.0010820437134424488,0.015933332163393474,-0.06791069829877917,0.01388216568936056,2011-08-15,2011-10-10,-0.0779448781735647,244.0,0.46311475409836067,0.9848761563543543,tr_ma10
2012,0.028169057948166598,0.029227459080928497,0.015475071405108183,1.8886800788060192,0.006556502073856854,2012-01-20,2012-02-01,4.4577823283956475,243.0,0.5432098765432098,1.6894379015641796,tr_ma10
2013,-0.020238819505444705,-0.02141650048631527,0.04305956657700773,-0.4973691606489815,0.041503779032658596,2013-02-06,2013-07-29,-0.516013263984058,238.0,0.4579831932773109,0.8963599688528805,tr_ma10
2014,0.15707989956848278,0.16191332055673402,0.08838684429725713,1.8318712682194789,0.03280996950609129,2014-12-22,2014-12-24,4.9348817750859,245.0,0.5142857142857142,2.03662582574443,tr_ma10
2015,-0.002350596549567263,-0.002427571669368578,0.22633993758009133,-0.010725335066020204,0.19758535279941658,2015-06-08,2015-08-25,-0.012286192447842955,244.0,0.47950819672131145,0.9974444591563892,tr_ma10
2016,-0.026103888535741082,-0.026948118414873656,0.04283705372436775,-0.6290843107060905,0.053697884619456515,2016-01-06,2016-01-28,-0.5018469275996296,244.0,0.4262295081967213,0.8148829497979556,tr_ma10
2017,-0.007270776507941945,-0.007508265477278897,0.00852302444421203,-0.8809390993097228,0.01118918484270496,2017-09-05,2017-12-15,-0.6710288178118784,244.0,0.48360655737704916,0.8109414514905325,tr_ma10
2018,-0.010708830947563475,-0.01105799179639555,0.044904688928579184,-0.24625472440045768,0.030467490101581063,2018-02-05,2018-07-04,-0.36294396944176616,244.0,0.47540983606557374,0.947462445145742,tr_ma10
2019,0.01927025081911138,0.01982625214812983,0.028476602471938978,0.6962295508274466,0.020489819301355662,2019-04-19,2019-05-23,0.9676147874480314,245.0,0.5142857142857142,1.2036297553202386,tr_ma10
2020,0.015721968863322777,0.01630898718066187,0.04565365250668318,0.3572329109543737,0.040606150036415004,2020-03-05,2020-03-23,0.40163835197466907,243.0,0.522633744855967,1.09550505460369,tr_ma10
2021,-0.015563027961632336,-0.01613476153530824,0.031022777041149998,-0.5200940429641863,0.034834147788853825,2021-02-10,2021-07-27,-0.4631880657195528,243.0,0.49794238683127573,0.9010795118385443,tr_ma10
